id,description,address,phone,schedule,thumbnails,thumb,lat,lon,hints,cat,barrierfree_1,barrierfree_2,barrierfree_3,barrierfree_4,barrierfree_5,barrierfree_6,barrierfree_7,barrierfree_8,barrierfree_9,barrierfree_10,barrierfree_11,barrierfree_12,barrierfree_13,barrierfree_14,barrierfree_15,barrierfree_16,경사,경사_scale,승강기,화장실,주차장,테이블,total,접근성,title
1351,"-2023.05.08. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
-장애인 전용 주차구역이 없습니다.
-장애인 화장실이 없습니다.
-자세한 접근성 정보는 아래 ‘접근성관련안내’ 탭을 클릭하여 확인하세요.",제주특별자치도 제주시 우도면 우도해안길 322,0507-1445-3021,매일 10:30~17:30,"https://easyjeju.net/data/cheditor4/2306/20230623162216_wahtuwmz.jpg,https://easyjeju.net/data/cheditor4/2306/20230623162219_vxuhzysd.png,https://easyjeju.net/data/cheditor4/2306/20230623162222_xofyxlvl.jpg",https://easyjeju.net/data/cheditor4/2306/20230623162216_wahtuwmz.jpg,33.50701418,126.9426852,"도움필요 (상),단차 (상),주차장,키오스크 접근 가능,테이블 비치",restaurant,도움필요 (상),단차 (상),주차장,키오스크 접근 가능,테이블 비치,,,,,,,,,,,,0,0,0,0,0,0,0,하,우도랑
1350,"-2023.05.08. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
-식당 바로 앞에는 장애인 전용 주차구역이 없습니다. 하고수동 해수욕장 장애인 전용 주차구역 주차 가능합니다. 
-장애인 화장실이 없습니다. 휠체어 사용자의 식당 화장실 접근이 불가합니다. 하고수동 해수욕장 화장실을 이용할 수 있습니다. 
-자세한 접근성 정보는 아래 ‘접근성관련안내’ 탭을 클릭하여 확인하세요.",제주특별자치도 제주시 우도면 우도해안길 814,064-784-2918,10:00~17:00,"https://easyjeju.net/data/cheditor4/2306/20230605143829_swvgyiup.png,https://easyjeju.net/data/cheditor4/2306/20230605143833_vcsbwfzp.png",https://easyjeju.net/data/cheditor4/2306/20230605143829_swvgyiup.png,33.51331246,126.957572,"도움필요 (상),경사로 (상),주차장,테이블 비치",restaurant,도움필요 (상),경사로 (상),주차장,테이블 비치,,,,,,,,,,,,,0,0,0,0,0,0,0,하,섬소나이
1349,"-2023.05.08. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
-장애인 전용 주차구역이 없습니다.
-장애인 화장실이 없습니다. 식당 근처 하우목동항 화장실을 이용할 수 있습니다. 
-자세한 접근성 정보는 아래 ‘접근성관련안내’ 탭을 클릭하여 확인하세요.",제주특별자치도 제주시 우도면 우도해안길 356,064-783-6753,,"https://easyjeju.net/data/cheditor4/2306/20230605135840_dnfaqhfs.png,https://easyjeju.net/data/cheditor4/2306/20230605135843_medczceq.png",https://easyjeju.net/data/cheditor4/2306/20230605135840_dnfaqhfs.png,33.50996911,126.9434993,"도움필요 (상),경사로 (상),단차 (하),테이블 비치",restaurant,도움필요 (상),경사로 (상),단차 (하),테이블 비치,,,,,,,,,,,,,0,0,0,0,0,0,0,하,우무깨
1348,"-2023.05.08. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
-장애인 전용 주차구역이 없습니다.
-장애인 화장실이 없습니다.
-자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 우도면 우도해안길 602,,,"https://easyjeju.net/data/cheditor4/2306/20230602143224_gneatsob.png,https://easyjeju.net/data/cheditor4/2306/20230602143228_rnrzkbyz.png",https://easyjeju.net/data/cheditor4/2306/20230602143224_gneatsob.png,33.52442071,126.9525466,"도움필요 (하),단차 (하),주차장,테이블 비치",restaurant,도움필요 (하),단차 (하),주차장,테이블 비치,,,,,,,,,,,,,2,0.666667,0,0,0,0,0.666667,중,카페 네이쳐
1347,"-2023.05.08. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
-장애인 전용 주차구역이 없습니다.
-장애인 화장실이 없습니다.
-자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 우도면 우도해안길 946,064-784-0941,"10:00~20:30 첫째, 셋째 주 수요일 정기 휴무","https://easyjeju.net/data/cheditor4/2305/20230531165246_hzqloonh.png,https://easyjeju.net/data/cheditor4/2305/20230531165250_yntxztsl.png",https://easyjeju.net/data/cheditor4/2305/20230531165246_hzqloonh.png,33.51077447,126.9654635,"도움필요 (상),경사로 (상),주차장,테이블 비치",restaurant,도움필요 (상),경사로 (상),주차장,테이블 비치,,,,,,,,,,,,,0,0,0,0,0,0,0,하,해와달그리고섬
1346,"-2023.05.08. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
-장애인 전용 주차구역이 없습니다.
-장애인 화장실이 없습니다.
-자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 우도면 우도해안길 532,010-2899-1365,11:00~17:30,"https://easyjeju.net/data/cheditor4/2305/20230530144805_yaygxihk.png,https://easyjeju.net/data/cheditor4/2305/20230530144215_xmekdwhm.jpg",https://easyjeju.net/data/cheditor4/2305/20230530144805_yaygxihk.png,33.52089206,126.9485619,"도움필요 (상),경사로 (중),단차 (상),주차장,테이블 비치",restaurant,도움필요 (상),경사로 (중),단차 (상),주차장,테이블 비치,,,,,,,,,,,,0,0,0,0,0,0,0,하,하하호호
1345,"-2023.05.08. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
-장애인 전용 주차구역이 없습니다.
-장애인 화장실이 없습니다.
-자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 우도면 우도해안길 576,064-782-5730,08:30~19:00,"https://easyjeju.net/data/cheditor4/2305/20230530112610_bybawxzd.png,https://easyjeju.net/data/cheditor4/2305/20230530112612_tqbcliou.png",https://easyjeju.net/data/cheditor4/2305/20230530112610_bybawxzd.png,33.52263294,126.9507298,"단독접근가능,주차장,키오스크 접근 가능,테이블 비치",restaurant,단독접근가능,주차장,키오스크 접근 가능,테이블 비치,,,,,,,,,,,,,3,1,0,0,0,0,1,중,우도꽃길
1344,"-2023.05.08. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
-장애인 전용 주차구역이 없습니다.
-장애인 화장실이 없습니다.
-자세한 접근성 정보는 아래 ‘접근성관련안내’를 클릭하여 확인하세요.",제주특별자치도 제주시 우도면 우도해안길 602,064-784-9911,08:00~20:00,"https://easyjeju.net/data/cheditor4/2305/20230526161504_uceunxxi.jpg,https://easyjeju.net/data/cheditor4/2305/20230526161505_ndpizhuc.jpg",https://easyjeju.net/data/cheditor4/2305/20230526161504_uceunxxi.jpg,33.52442071,126.9525466,"도움필요 (하),경사로 (하),단차 (하),주차장,테이블 비치",restaurant,도움필요 (하),경사로 (하),단차 (하),주차장,테이블 비치,,,,,,,,,,,,2,0.666667,0,0,0,0,0.666667,중,우도자연
1295,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 주 출입구 접근로 바닥 재질 요철(돌, 자갈)입니다.
-주 출입구(문)은 자동문 형태이며 단차 없이 이동 가능합니다.
-내부에 테이블이 있으나, 보행 공간이 협소합니다.
-장애인 전용 주차장과 장애인 화장실 없습니다.",제주특별자치도 제주시 애월읍 고성북동길 18,0507-1317-1315,11:00 ~ 17:30 매주 일요일 휴무,"https://easyjeju.net/data/cheditor4/2302/20230215094222_wvlzbkuw.jpg,https://easyjeju.net/data/cheditor4/2302/20230215094222_xgezdxuk.jpg",https://easyjeju.net/data/cheditor4/2302/20230215094222_wvlzbkuw.jpg,33.46285115,126.4180801,"주차장,테이블 비치",restaurant,주차장,테이블 비치,,,,,,,,,,,,,,,0,0,0,0,0,0,0,하,어클락
1294,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 장애인 전용 주차구역 없습니다.
-보도와 차도 구분이 없어 유의해야 합니다.
-주 출입구(문)에 짧은 경사와 전면 5cm, 후면 7.5cm 턱이 있습니다.
-내부에 빵 고를 유효공간 약 100cm이며, 테이블 있습니다.",제주특별자치도 제주시 애월읍 하소로 1,064-713-7502,매일 09:40 ~ 21:00 (20:30 라스트 오더),https://easyjeju.net/data/cheditor4/2302/20230215090534_mvkeurtw.jpg,https://easyjeju.net/data/cheditor4/2302/20230215090534_mvkeurtw.jpg,33.47968071,126.3999715,"도움필요 (중),단차 (중),주차장,테이블 비치",restaurant,도움필요 (중),단차 (중),주차장,테이블 비치,,,,,,,,,,,,,1,0.333333,0,0,0,0,0.333333,하,젤코바
1291,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 카페 앞 공영주차장에 장애인 전용 주차구역 있습니다(1대).
- 주 출입구 접근로에 약 4~5도의 경사 있습니다.
- 주 출입구(문)은 차도 옆에 있습니다.
- 주 출입구(문)은 여닫이문 형태이며, 유효폭이 80cm입니다.
- 내부 보행로에 이용 가능한 테이블 있습니다.",제주특별자치도 제주시 애월읍 하귀동남3길 15 모루재 1층,0507-1407-5745,매일 11:00 ~ 20:00,https://easyjeju.net/data/cheditor4/2302/20230213155516_qmhbwpft.jpg,https://easyjeju.net/data/cheditor4/2302/20230213155516_qmhbwpft.jpg,33.48389278,126.413901,"도움필요 (하),경사로 (하),테이블 비치",restaurant,도움필요 (하),경사로 (하),테이블 비치,,,,,,,,,,,,,,2,0.666667,0,0,0,0,0.666667,중,수제홍과일모찌 애월하귀점
1290,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 주 출입구 접근로에 약간의 경사가 있습니다.
- 주 출입구(문)은 자동문 형태입니다.
- 내부 보행로에 유효공간 확보되어 있으며, 이용 가능한 테이블이 있습니다.
- 장애인 화장실 없습니다.
- 2층 출입구 접근로 계단입니다.",제주특별자치도 제주시 애월읍 애월해안로 179,010-4123-8004,09:00 ~ 21:00 (20:30 라스트 오더) 연중무휴,"https://easyjeju.net/data/cheditor4/2302/20230213153822_hznoytlf.jpg,https://easyjeju.net/data/cheditor4/2302/20230213153822_rxevcegx.jpg",https://easyjeju.net/data/cheditor4/2302/20230213153822_hznoytlf.jpg,33.46778322,126.3320764,"도움필요 (하),경사로 (하),주차장,테이블 비치",restaurant,도움필요 (하),경사로 (하),주차장,테이블 비치,,,,,,,,,,,,,2,0.666667,0,0,0,0,0.666667,중,본카페
1289,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 장애인 전용 주차구역 없습니다. 
- 주 출입구 접근로 바닥 재질은 인조잔디입니다.
- 주 출입구(문)에 턱 1개, 5cm 있고 후면 공간 확보되어 있습니다.
- 주 출입구(문)은 자동문이고, 유효폭은 90cm 입니다.
- 내부 보행로 유효 공간 확보 되어 있으며, 테이블 상부 높이 60cm, 하부 높이 50cm, 깊이 40cm 입니다.
-  장애인 화장실 없습니다.",제주특별자치도 제주시 조천읍 남조로 2343,0507-1326-0828,"11:00 ~ 18:30 (18:00 라스트 오더)
휴무 인스타그램 공지","https://easyjeju.net/data/cheditor4/2302/20230213152809_zazlgcsb.jpg,https://easyjeju.net/data/cheditor4/2302/20230213152809_ayxmxbts.jpg",https://easyjeju.net/data/cheditor4/2302/20230213152809_zazlgcsb.jpg,33.4735577,126.6571258,"도움필요 (하),경사로 (하),단차 (하),테이블 비치",restaurant,도움필요 (하),경사로 (하),단차 (하),테이블 비치,,,,,,,,,,,,,2,0.666667,0,0,0,0,0.666667,중,도을
1287,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 주차장에서 주 출입구 접근로까지 바닥 재질은 요철(돌,자갈)입니다.
- 주차공간은 있으나 장애인 전용 주차구역은 없습니다.
- 주 출입구 접근로에 경사로가 설치돼 있으나, 경사가 높습니다.
- 주 출입구 접근로에 경사로까지 접근하기 위해 돌 연석을 지나야 합니다.
- 주 출입구(문)은 자동문 형태입니다.
- 내부에는 테이블이 설치돼 있습니다.",제주특별자치도 제주시 조천읍 함대로 99,0507-1327-4970,"월~토 10:00 ~ 18:00 (라스트 오더 17:50) 매주 일요일 휴무, 그 외 인스타그램 공지",https://easyjeju.net/data/cheditor4/2302/20230209155040_sdufgbbk.jpg,https://easyjeju.net/data/cheditor4/2302/20230209155040_sdufgbbk.jpg,33.5357448,126.6595662,"도움필요 (상),경사로 (상),주차장,테이블 비치",restaurant,도움필요 (상),경사로 (상),주차장,테이블 비치,,,,,,,,,,,,,0,0,0,0,0,0,0,하,도도다
1286,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 장애인 전용 주차구역 없습니다. 카페 앞에 주차 공간 넓습니다. 
- 주 출입구 접근로 단차 없이 이동 가능하나, 바닥 재질은 인조잔디입니다.
- 주 출입구(문)에 턱 있습니다.
- 주 출입구(문)은 자동문이며 유효폭 82cm입니다.
- 내부 보행로 유효폭은 100cm입니다.
- 내부에 테이블이 있고 상부 높이 70cm, 하부 높이 68cm, 깊이 30cm입니다.
- 장애인 화장실 없습니다. ",제주특별자치도 서귀포시 표선면 토산중앙로49번길 41 천지대안도 토산리분교소,0507-1367-3428,수~월 10:00 ~ 18:00 매주 화요일 정기휴무,"https://easyjeju.net/data/cheditor4/2302/20230209144024_nmtatkao.jpg,https://easyjeju.net/data/cheditor4/2302/20230209144024_peeszusm.jpg",https://easyjeju.net/data/cheditor4/2302/20230209144024_nmtatkao.jpg,33.30788074,126.7762902,"도움필요 (하),단차 (하),주차장,테이블 비치",restaurant,도움필요 (하),단차 (하),주차장,테이블 비치,,,,,,,,,,,,,2,0.666667,0,0,0,0,0.666667,중,레몬일레븐
1285,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 장애인 전용 주차구역 없습니다.
- 바닥재질 자갈로 되어 있습니다.
- 주 출입구 접근로에 약 7도 경사 구간(일부) 있습니다.
- 주 출입구(문)에 약 4도의 경사가 있습니다.
- 주 출입구(문)은 자동문 형태입니다.
- 내부 보행 공간 확보돼 있고, 테이블 상부 높이 73cm, 하부 높이 71cm, 깊이 45cm입니다.
- 내부 보행로에 계단(2단)이 있어 통행에 어려울 수 있습니다.",제주특별자치도 서귀포시 안덕면 산방로 141 원앤온리,0507-1323-6186,매일 09:00 ~ 20:00 (라스트오더 19:30),https://easyjeju.net/data/cheditor4/2302/20230209140637_mtliiypp.jpg,https://easyjeju.net/data/cheditor4/2302/20230209140637_mtliiypp.jpg,33.23922351,126.3191906,"도움필요 (중),경사로 (중),주차장,테이블 비치",restaurant,도움필요 (중),경사로 (중),주차장,테이블 비치,,,,,,,,,,,,,1,0.333333,0,0,0,0,0.333333,하,원앤온리
1284,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 장애인 전용 주차구역 있습니다.
- 주 출입구 접근로에 턱 1개(높이 22cm) 있습니다.
- 주 출입구(문) 여닫이문 형태로 유효폭 94cm입니다.
- 내부에 이용 가능한 테이블이 있습니다.
- 장애인 화장실 있습니다.",제주특별자치도 서귀포시 대정읍 글로벌에듀로 390 남영에듀클래스 A동 104호,064-794-9777,화~일 07:30 ~ 20:30 매주 월요일 정기휴무,"https://easyjeju.net/data/cheditor4/2302/20230209114403_lhhbvgyl.jpg,https://easyjeju.net/data/cheditor4/2302/20230209114403_dddcdeew.jpg",https://easyjeju.net/data/cheditor4/2302/20230209114403_lhhbvgyl.jpg,33.27970324,126.2767519,"도움필요 (상),단차 (상),주차장,장애인 전용 주차구역,장애인 화장실,테이블 비치",restaurant,도움필요 (상),단차 (상),주차장,장애인 전용 주차구역,장애인 화장실,테이블 비치,,,,,,,,,,,0,0,0,1,1,1,3,중,스노우폭스 제주영어교육도시점
1283,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 장애인 전용 주차구역과 장애인 화장실이 있습니다. (관광지 주차장, 화장실)
- 주 출입구 접근로에 단차없이 이동 가능합니다.
- 주 출입구(문)은 양문 여닫이문 형태입니다.
- 내부 테이블은 고정식 테이블을 포함하여 형태가 다양합니다.",제주특별자치도 서귀포시 남성중로 40,064-732-3008,"아메리카노 4,000원
카페라떼 5,000원
카푸치노 5,500원
바닐라라떼 5,500원",https://easyjeju.net/data/cheditor4/2302/20230209112539_sqxawafy.jpg,https://easyjeju.net/data/cheditor4/2302/20230209112539_sqxawafy.jpg,33.23920117,126.5584239,"단독접근가능,장애인 화장실,테이블 비치",restaurant,단독접근가능,장애인 화장실,테이블 비치,,,,,,,,,,,,,,3,1,0,1,0,0,2,중,바다가는길
1281,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 장애인 전용 주차구역 없습니다.
- 주차장에서 주 출입구 접근로까지 바닥재질 아스팔트로 되어 있고, 턱 5cm 있습니다.
- 주 출입구(문)에 턱 2cm 있습니다.
- 주 출입구(문)은 여닫이문 형태이고, 유효폭은 85cm입니다.
- 내부 보행로 유효공간 확보, 테이블 상부 높이 76cm, 하부 높이 65cm, 깊이 45cm입니다.
- 장애인 화장실 없습니다.",제주특별자치도 서귀포시 일주동로 8777,064-762-2297,월~토 09:00 ~ 17:00 (라스트오더 16:50) 매주 일요일 정기휴무,https://easyjeju.net/data/cheditor4/2302/20230208141105_mmoocuqs.jpg,https://easyjeju.net/data/cheditor4/2302/20230208141105_mmoocuqs.jpg,33.25252017,126.5507267,"도움필요 (하),단차 (하),주차장,테이블 비치,안내견 출입 가능",restaurant,도움필요 (하),단차 (하),주차장,테이블 비치,안내견 출입 가능,,,,,,,,,,,,2,0.666667,0,0,0,0,0.666667,중,꼬라지오
1280,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 장애인 전용 주차구역이 있습니다.
- 주 출입구 접근로 바닥 재질은 야자매트로 시작하고, 끝 지점에 턱 2.5cm 있습니다.
- 주 출입구 접근로 바닥 재질 야자매트인데 약 3도의 경사가 있습니다.
- 주 출입구(문)은 여닫이문 형태인데 영업중에는 개방한 상태로 고정돼 있습니다.
- 층간 이동은 엘리베이터 이용 가능합니다.
- 테이블이 있고, 형태가 다양합니다.
- 장애인 화장실 없습니다.",제주특별자치도 서귀포시 성산읍 신양로122번길 17,064-783-7884,연중무휴 12:00 ~ 19:00,https://easyjeju.net/data/cheditor4/2302/20230208133808_nbldgfkh.jpg,https://easyjeju.net/data/cheditor4/2302/20230208133808_nbldgfkh.jpg,33.43525388,126.9219751,"도움필요 (하),경사로 (하),단차 (하),주차장,장애인 전용 주차구역,승강기,테이블 비치",restaurant,도움필요 (하),경사로 (하),단차 (하),주차장,장애인 전용 주차구역,승강기,테이블 비치,,,,,,,,,,2,0.666667,1,0,1,1,3.666667,상,서귀피안베이커리
1279,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 장애인 전용 주차구역 있습니다. (1대)
- 주 출입구 접근로에 약 5도의 경사로가 설치돼 있고, 경사로 진입 전에 약 7도의 경사가 있습니다.
- 주 출입구(문)은 오픈형 형태이며 약 3도의 경사가 있습니다.
- 내부 단차 없이 이동 가능하고, 내부 테이블이 설치돼 있습니다.
- 장애인 화장실 있습니다.",제주특별자치도 제주시 도령로 113 SK텔레콤 1층,064-900-9150,평일 07:30 ~ 17:00 (라스트오더 17:00) 매주 주말 휴무,"https://easyjeju.net/data/cheditor4/2302/20230208130626_lswctqbh.jpg,https://easyjeju.net/data/cheditor4/2302/20230208130631_hpfutvnb.jpg",https://easyjeju.net/data/cheditor4/2302/20230208130626_lswctqbh.jpg,33.49220682,126.489334,"도움필요 (하),경사로 (하),주차장,장애인 전용 주차구역,장애인 화장실,테이블 비치",restaurant,도움필요 (하),경사로 (하),주차장,장애인 전용 주차구역,장애인 화장실,테이블 비치,,,,,,,,,,,2,0.666667,0,1,1,1,3.666667,상,플로베
1278,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 건물 지하에 장애인 전용 주차구역이 있습니다.
- 주차장에서 카페 진입 통로에 계단이 있어 외부 정문으로 출입 가능합니다.
- 주 출입구 접근로에 약간의 경사가 있습니다.
- 주 출입구(문)은 여닫이문 형태이고, 유효폭은 105cm입니다.
- 내부 보행 공간 확보돼 있고, 테이블 상부 높이 80cm, 하부 높이 65cm, 깊이 45cm입니다.",제주특별자치도 제주시 노형9길 1,010-6691-2705,"평일 07:00 ~ 21:00
주말 08:00 ~ 20:00",https://easyjeju.net/data/cheditor4/2302/20230208105340_uvfhsvhl.jpg,https://easyjeju.net/data/cheditor4/2302/20230208105340_uvfhsvhl.jpg,33.48409946,126.477701,"도움필요 (하),경사로 (하),주차장,장애인 전용 주차구역,테이블 비치",restaurant,도움필요 (하),경사로 (하),주차장,장애인 전용 주차구역,테이블 비치,,,,,,,,,,,,2,0.666667,0,0,1,1,2.666667,중,타이거커피
1277,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 주 출입구 접근로에 경사 약 3~4도 있습니다.
- 주 출입구(문)은 자동문 형태이고 유효폭은 144cm입니다.
- 내부 보행로 유효공간 확보돼 있고, 테이블 형태가 다양합니다.
- 장애인 전용 주차구역과 장애인 화장실은 없습니다.",제주특별자치도 제주시 도령로 100,0507-1437-0254,매일 10:00 ~ 19:00 (18:30 라스트오더),"https://easyjeju.net/data/cheditor4/2302/20230208103037_tyadookl.jpg,https://easyjeju.net/data/cheditor4/2302/20230208103039_eobzdztu.jpg",https://easyjeju.net/data/cheditor4/2302/20230208103037_tyadookl.jpg,33.49084114,126.4886041,"도움필요 (하),경사로 (하),테이블 비치",restaurant,도움필요 (하),경사로 (하),테이블 비치,,,,,,,,,,,,,,2,0.666667,0,0,0,0,0.666667,중,카페깅코
1276,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 장애인 전용 주차구역 없습니다. 
- 주 출입구 접근로 바닥 재질은 잔디블럭입니다.
- 주 출입구 접근로 약 6~7도의 경사가 있습니다.
- 주 출입구(문)은 여닫이문 형태입니다.
- 내부에 테이블이 있고 상부 높이 72cm, 하부 높이 65cm, 깊이 75cm입니다.",제주특별자치도 제주시 서해안로 232 1층,0507-1320-8616,매일 11:00 ~ 23:30(15:30~17:00 브레이크타임),"https://easyjeju.net/data/cheditor4/2302/20230207162803_mqotncbo.jpg,https://easyjeju.net/data/cheditor4/2302/20230207162805_imsvvrtr.jpg",https://easyjeju.net/data/cheditor4/2302/20230207162803_mqotncbo.jpg,33.50847687,126.4707415,"도움필요 (하),경사로 (하),주차장,테이블 비치",restaurant,도움필요 (하),경사로 (하),주차장,테이블 비치,,,,,,,,,,,,,2,0.666667,0,0,0,0,0.666667,중,제이학센
1275,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 장애인 전용 주차구역 없습니다.
- 주 출입구 접근로에 약간의 경사가 있습니다(약 2도).
- 주 출입구(문)은 여닫이문 형태이고, 유효폭은 80cm입니다.
- 내부에 테이블이 있는데, 상부 높이 70cm, 하부 높이 65cm, 깊이는 45cm입니다.
- 테이블 형태 다양합니다.
- 장애인 화장실 없습니다.",제주특별자치도 제주시 아연로 235-2 1층,064-711-5756,"매일 11:00 ~ 20:00
매달 2, 4번째 수요일 정기 휴무","https://easyjeju.net/data/cheditor4/2302/20230207153505_voanlvrd.jpg,https://easyjeju.net/data/cheditor4/2302/20230207153509_sxpfgyaa.jpg",https://easyjeju.net/data/cheditor4/2302/20230207153505_voanlvrd.jpg,33.46728236,126.5129007,"단독접근가능,주차장,테이블 비치",restaurant,단독접근가능,주차장,테이블 비치,,,,,,,,,,,,,,3,1,0,0,0,0,1,중,오늘 제주
1273,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 장애인 전용 주차구역 있습니다.
- 주 출입구 접근로 바닥 재질 평평하고 단차없이 이동 가능합니다.
- 갤러리 출입구로 들어와서 카페로 진입 가능합니다.
- 카페 진입 시 약 6도의 경사로 있습니다.
- 내부에 다양한 형태의 테이블 있습니다.
- 장애인 화장실 있습니다. ",제주특별자치도 제주시 중앙로3길 36,0507-1369-8891,"10:00 ~ 17:00
월요일, 공·휴일 휴관 / 일요일 12:30~17:30",https://easyjeju.net/data/cheditor4/2302/20230207111656_qriqdqea.jpg,https://easyjeju.net/data/cheditor4/2302/20230207111656_qriqdqea.jpg,33.51514814,126.528333,"도움필요 (하),경사로 (하),주차장,장애인 전용 주차구역,장애인 화장실,테이블 비치",restaurant,도움필요 (하),경사로 (하),주차장,장애인 전용 주차구역,장애인 화장실,테이블 비치,,,,,,,,,,,2,0.666667,0,1,1,1,3.666667,상,갤러리 인 카페산지
1272,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 주 출입구 접근로 턱 2cm 있고, 약간의 경사가 있습니다.
- 주 출입구(문)은 턱 1개, 14cm 있습니다.
- 주 출입구(문)은 여닫이문 형태이고 출입구 유효폭은 85cm입니다.
- 내부에는 보행로 유효공간 확보, 테이블 형태 다양합니다.",제주특별자치도 제주시 우령안1길 22,0507-1358-1648,"매일 07:00 ~ 19:00 (18:30 라스트 오더)

매달 2, 4번째 수요일 정기 휴무","https://easyjeju.net/data/cheditor4/2302/20230207105125_vtvfxscv.jpg,https://easyjeju.net/data/cheditor4/2302/20230207105135_kqqosttt.jpg,https://easyjeju.net/data/cheditor4/2302/20230207105150_bwnzoudc.jpg",https://easyjeju.net/data/cheditor4/2302/20230207105125_vtvfxscv.jpg,33.48685121,126.4294263,"도움필요 (상),경사로 (중),단차 (상),테이블 비치",restaurant,도움필요 (상),경사로 (중),단차 (상),테이블 비치,,,,,,,,,,,,,0,0,0,0,0,0,0,하,도란도넛
1270,"- 2022.8. 조사된 정보입니다. 이후 접근성 정보가 변경되었을 수 있습니다.
- 주 출입구 접근로에 약간의 경사가 있습니다.
- 주 출입구(문)은 양문 여닫이문 형태입니다.
- 장애인 전용 주차장 및 별도의 주차 공간이 없습니다.
- 내부 보행로 유효공간 1m 이상이며, 접근 가능한 테이블 있습니다.",제주특별자치도 제주시 승천로 79,0507-1335-4736,매일 10:00 ~ 23:00,"https://easyjeju.net/data/cheditor4/2302/20230201111819_vrpiqcls.jpg,https://easyjeju.net/data/cheditor4/2302/20230201111820_rgkscoye.jpg",https://easyjeju.net/data/cheditor4/2302/20230201111819_vrpiqcls.jpg,33.49198197,126.5434419,"도움필요 (하),경사로 (하),테이블 비치",restaurant,도움필요 (하),경사로 (하),테이블 비치,,,,,,,,,,,,,,2,0.666667,0,0,0,0,0.666667,중,데디드
1269,"- 2022.10.31 조사된 접근성 정보입니다.
- 장애인 전용 주차구역, 장애인 화장실 없습니다.
- 화장실 주 출입구 단차(약 5cm)있습니다.",제주특별자치도 제주시 일주동로 332-1 1층 산지해장국 삼양점,0507-1377-5220,06:00~15:00,"https://easyjeju.net/data/cheditor4/2211/20221102141858_snznihac.jpg,https://easyjeju.net/data/cheditor4/2211/20221102141910_ooqfcuzo.jpg",https://easyjeju.net/data/cheditor4/2211/20221102141858_snznihac.jpg,33.52103081,126.5802702,"도움필요 (하),경사로 (하),주차장,테이블 비치",restaurant,도움필요 (하),경사로 (하),주차장,테이블 비치,,,,,,,,,,,,,2,0.666667,0,0,0,0,0.666667,중,산지해장국 삼양점
